fidelidade,valor_mensal,valor_total_pago,Churn,idoso_No,idoso_Yes,casado(a)_No,casado(a)_Yes,possuiDependente_No,possuiDependente_Yes,servico_telefonico_No,servico_telefonico_Yes,servico_internet_DSL,servico_internet_Fiber optic,servico_internet_No,protecao_dispositivo_No,protecao_dispositivo_No internet service,protecao_dispositivo_Yes,suporte_tecnico_No,suporte_tecnico_No internet service,suporte_tecnico_Yes,Streaming_TV_No,Streaming_TV_No internet service,Streaming_TV_Yes,contrato_Month-to-month,contrato_One year,contrato_Two year,fatura_sem_papel_No,fatura_sem_papel_Yes,forma_pagamento_Bank transfer (automatic),forma_pagamento_Credit card (automatic),forma_pagamento_Electronic check,forma_pagamento_Mailed check
-1.1603229160349193,-1.1603229160349193,-1.1603229160349193,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0
-0.2596289419448806,-0.2596289419448806,-0.25962894194488056,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
-0.3626603559551803,-0.3626603559551803,-0.36266035595518026,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
-0.7465354629935549,-0.7465354629935549,-0.7465354629935548,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0
0.19736523310080326,0.19736523310080326,0.1973652331008033,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0
1.1595456961969886,1.1595456961969886,1.1595456961969886,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0
0.8089065291619363,0.8089065291619363,0.8089065291619364,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0
-1.1636465100352518,-1.1636465100352518,-1.1636465100352518,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
1.330710787214099,1.330710787214099,1.330710787214099,1,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0
-0.28621769394753876,-0.28621769394753876,-0.2862176939475387,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0
-0.4922805219681379,-0.4922805219681379,-0.4922805219681378,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
-1.5225946620711341,-1.5225946620711341,-1.5225946620711341,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0
1.182810854199314,1.182810854199314,1.182810854199314,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0
1.2941512532104444,1.2941512532104444,1.2941512532104444,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0
1.3539759452164248,1.3539759452164248,1.3539759452164248,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0
1.611554480242174,1.611554480242174,1.611554480242174,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0
-1.4660935640654862,-1.4660935640654862,-1.4660935640654862,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1
1.393859073220412,1.393859073220412,1.393859073220412,0,1,0,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0
-0.31779183695069496,-0.31779183695069496,-0.3177918369506949,1,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
0.8404806721650927,0.8404806721650927,0.8404806721650928,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0
-0.8346107040023594,-0.8346107040023594,-0.8346107040023593,1,0,1,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0
-1.4943441130683104,-1.4943441130683104,-1.4943441130683104,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0
-1.4827115340671475,-1.4827115340671475,-1.4827115340671475,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1
-0.1615829189350795,-0.1615829189350795,-0.16158291893507945,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0
-0.17155370093607614,-0.17155370093607614,-0.17155370093607608,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0
-0.31446824295036285,-0.31446824295036285,-0.3144682429503628,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0
1.1495749141959914,1.1495749141959914,1.1495749141959914,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0
-1.1486903370337564,-1.1486903370337564,-1.1486903370337564,1,1,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0
0.8471278601657574,0.8471278601657574,0.8471278601657575,0,1,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0
-0.0020504069191315333,-0.0020504069191315333,-0.002050406919131469,1,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1
1.0498670941860242,1.0498670941860242,1.0498670941860242,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0
1.0216165451832002,1.0216165451832002,1.0216165451832002,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0
0.046141706085686136,0.046141706085686136,0.0461417060856862,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1
-1.481049737066981,-1.481049737066981,-1.481049737066981,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0
-0.6484894399837535,-0.6484894399837535,-0.6484894399837534,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0
1.1678546811978192,1.1678546811978192,1.1678546811978192,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0
0.16412929309748078,0.16412929309748078,0.16412929309748084,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0
0.33363258711442517,0.33363258711442517,0.3336325871144252,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
1.3822264942192488,1.3822264942192488,1.3822264942192488,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0
1.099721004191008,1.099721004191008,1.099721004191008,1,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0
-0.5055748979694671,-0.5055748979694671,-0.505574897969467,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1
0.14751132309581955,0.14751132309581955,0.1475113230958196,0,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0
-1.462769970065154,-1.462769970065154,-1.462769970065154,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1
0.5014740841312035,0.5014740841312035,0.5014740841312036,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0
0.3801629031190768,0.3801629031190768,0.38016290311907686,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0
0.6560212051466532,0.6560212051466532,0.6560212051466533,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0
-0.5155456799704636,-0.5155456799704636,-0.5155456799704635,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
0.5280628361338618,0.5280628361338618,0.528062836133862,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0
0.4981504901308714,0.4981504901308714,0.4981504901308715,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0
-0.020330173920958795,-0.020330173920958795,-0.020330173920958733,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0
0.8471278601657574,0.8471278601657574,0.8471278601657575,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0
1.141265929195161,1.141265929195161,1.141265929195161,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0
0.1574821050968162,0.1574821050968162,0.15748210509681626,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0
0.5280628361338618,0.5280628361338618,0.528062836133862,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0
0.33529438411459117,0.33529438411459117,0.3352943841145912,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0
1.0199547481830342,1.0199547481830342,1.0199547481830342,1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0
1.1595456961969886,1.1595456961969886,1.1595456961969886,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0
1.4520219682262263,1.4520219682262263,1.4520219682262263,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0
-1.3231790220511994,-1.3231790220511994,-1.3231790220511994,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0
1.42044782522307,1.42044782522307,1.42044782522307,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0
1.1877962451998125,1.1877962451998125,1.1877962451998125,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0
0.8354952811645946,0.8354952811645946,0.8354952811645947,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0
-0.7531826509942192,-0.7531826509942192,-0.7531826509942191,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0
-0.34438058895335305,-0.34438058895335305,-0.344380588953353,0,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0
0.9850570111795457,0.9850570111795457,0.9850570111795458,1,1,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0
0.3502505571160864,0.3502505571160864,0.35025055711608644,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0
0.46989994112804756,0.46989994112804756,0.4698999411280476,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
0.47987072312904416,0.47987072312904416,0.4798707231290442,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1
-1.4827115340671475,-1.4827115340671475,-1.4827115340671475,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0
0.5014740841312035,0.5014740841312035,0.5014740841312036,0,1,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
-0.5221928679711283,-0.5221928679711283,-0.5221928679711282,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1
-1.4744025490663168,-1.4744025490663168,-1.4744025490663168,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
1.5567151792366918,1.5567151792366918,1.5567151792366918,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0
-1.3464441800535252,-1.3464441800535252,-1.3464441800535252,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0
-0.00869759491979612,-0.00869759491979612,-0.008697594919796056,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,1,0,0,0
1.5201556452330371,1.5201556452330371,1.5201556452330371,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0
-0.3028356639492,-0.3028356639492,-0.3028356639491999,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0
